row,columns,threads,user,elapsed,sys,pCPU
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.19,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.21,0.20,0.20,199%
8000,8000,2,0.21,0.20,0.19,200%
8000,8000,2,0.17,0.20,0.22,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.16,200%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.21,0.19,0.17,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.15,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.27,0.20,0.14,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.16,200%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,200%
8000,8000,2,0.27,0.20,0.14,198%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.27,0.20,0.14,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.13,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.29,0.26,0.22,198%
8000,8000,2,0.24,0.19,0.14,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.19,0.20,0.20,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.21,0.20,0.19,200%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.19,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.19,0.20,0.21,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.21,0.20,0.19,200%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.26,0.20,0.15,200%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.19,0.20,0.22,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.23,0.19,0.15,199%
8000,8000,2,0.17,0.20,0.23,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,198%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.26,0.20,0.13,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.18,0.20,0.22,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.22,0.19,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.26,0.19,0.12,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,200%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.14,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.17,198%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.26,0.20,0.13,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.16,200%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.21,0.19,198%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.14,199%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.21,0.20,0.19,200%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.19,200%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.20,199%
8000,8000,2,0.19,0.20,0.21,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.19,0.20,0.21,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.24,0.20,0.17,198%
8000,8000,2,0.21,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,200%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.19,0.20,0.21,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.20,0.20,0.20,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.19,0.20,0.21,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.17,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.13,198%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.17,199%
8000,8000,2,0.27,0.20,0.13,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.18,198%
8000,8000,2,0.27,0.20,0.14,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.21,0.20,0.20,199%
8000,8000,2,0.21,0.20,0.18,198%
8000,8000,2,0.23,0.20,0.17,200%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.27,0.20,0.14,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.18,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.19,0.16,200%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.19,200%
8000,8000,2,0.26,0.20,0.15,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.16,198%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.19,0.20,0.21,199%
8000,8000,2,0.25,0.20,0.14,198%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.19,0.14,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.21,0.19,0.18,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.18,200%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.16,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.19,0.17,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.27,0.20,0.14,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,200%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.18,200%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.20,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.20,0.20,0.19,200%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.14,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.14,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.20,0.20,0.20,200%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.20,0.20,0.21,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.13,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.15,200%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.23,0.20,0.16,200%
8000,8000,2,0.26,0.20,0.14,200%
8000,8000,2,0.19,0.20,0.21,198%
8000,8000,2,0.24,0.19,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.18,0.20,0.21,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.18,200%
8000,8000,2,0.21,0.20,0.19,200%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.22,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,198%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.27,0.20,0.14,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.27,0.20,0.13,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,198%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.25,0.19,0.14,199%
8000,8000,2,0.26,0.20,0.14,198%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.17,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.15,198%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.20,0.20,0.19,198%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.28,0.20,0.13,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.15,198%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.23,0.20,0.17,198%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.26,0.20,0.14,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.21,0.20,0.18,198%
8000,8000,2,0.22,0.20,0.18,198%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.21,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,198%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.26,0.20,0.13,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.25,0.20,0.15,198%
8000,8000,2,0.22,0.20,0.17,198%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.20,0.20,0.19,200%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.25,0.20,0.15,199%
8000,8000,2,0.24,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.21,0.20,0.19,199%
8000,8000,2,0.24,0.20,0.15,200%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.24,0.20,0.16,199%
8000,8000,2,0.24,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.24,0.20,0.16,200%
8000,8000,2,0.23,0.20,0.16,199%
8000,8000,2,0.20,0.20,0.20,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.18,199%
8000,8000,2,0.23,0.20,0.15,199%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.22,0.20,0.17,199%
8000,8000,2,0.22,0.20,0.18,199%
8000,8000,2,0.25,0.20,0.16,199%
8000,8000,2,0.22,0.20,0.17,200%
8000,8000,2,0.23,0.20,0.17,199%
8000,8000,2,0.26,0.20,0.14,199%
